,substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,ligand,PRODUCT,isolated_yield,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,scheme_table,review,Mechanism,substrate_class,coupling_partner_class,reaction_condition,Unnamed: 23
213,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,0,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,0.05,0.1,2.0,Table 2,article,cadiot,aryl acetylene,acetophenone,N2,
214,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,48h,125,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,0,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,0.05,0.1,2.0,Table 2,article,cadiot,aryl acetylene,acetophenone,N2,
215,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,48h,125,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,0,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,0.05,0.1,2.0,Table 2,article,cadiot,aryl acetylene,acetophenone,N2,
219,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCOCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,40,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,0.05,0.1,2.0,Table 2,article,cadiot,aryl acetylene,acetophenone,N2,
224,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,28,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,1.0,1.0,2.0,Table 2,article,cadiot,aryl acetylene,acetophenone,N2,
225,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,52,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,0.05,0.1,1.0,Table 2,article,cadiot,aryl acetylene,acetophenone,N2,
226,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,1,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,0.05,0.1,1.0,Table 2,article,cadiot,aryl acetylene,acetophenone,,
227,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,43,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1.0,1.1,0.2,0.1,2.0,Table 2,article,cadiot,aryl acetylene,acetophenone,N2,
239,CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,43,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1.0,1.1,0.05,0.1,2.0,Table 3,article,cadiot,ethynylmethylbenzene,benzene,N2,
246,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,92,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.1,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
249,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.4,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
250,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],OC(C1CCCN1)=O,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,38,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,scheme.5,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
255,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,17,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
257,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,24,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
260,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CC#N,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,83,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
261,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,C1COCCO1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,69,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
262,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,COC,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,27,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
263,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CCO,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,33,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
265,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CN(C=O)C,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
266,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CS(C)=O,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
267,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CC1=CC=CC=C1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
268,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,130,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
269,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,52,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,2.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
270,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,46,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,1.5,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
271,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,31,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,2.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
272,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,24h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,77,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
273,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
276,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.2,0.4,4.0,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,,
277,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,58,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.3,0.6,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
278,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,69,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.25,0.5,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
279,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,96,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.15,0.3,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
280,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,44,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
298,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,36h,130,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],20,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Scheme 2,article,ullmann,phenol,nitrobenzene,N2,
299,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CNCCNC,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],42,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Scheme 2,article,ullmann,phenol,nitrobenzene,N2,
303,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],OC(C1CCCN1)=O,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],50,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
305,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],75,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 1,article,ullmann,phenol,nitrobenzene,N2,
310,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],50,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.15,0.3,2.0,Table 2,article,ullmann,phenol,nitrobenzene,N2,
311,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CCO,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],23,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 2,article,ullmann,phenol,nitrobenzene,N2,
312,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC1=CC=CC=C1,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],0,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 2,article,ullmann,phenol,nitrobenzene,N2,
313,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CCO,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[OH-].[K+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],1,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 2,article,ullmann,phenol,nitrobenzene,N2,
314,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],[O-]P([O-])([O-])=O.[K+].[K+].[K+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],39,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 2,article,ullmann,phenol,nitrobenzene,N2,
321,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],80,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 2,article,ullmann,phenol,nitrobenzene,N2,
322,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],67,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.05,0.1,2.0,Table 3,article,ullmann,phenol,nitrobenzene,N2,
323,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,24h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],78,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 3,article,ullmann,phenol,nitrobenzene,N2,
324,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,48h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],80,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.1,0.2,2.0,Table 3,article,ullmann,phenol,nitrobenzene,N2,
325,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,24h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],95,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.15,0.3,2.0,Table 3,article,ullmann,phenol,nitrobenzene,N2,
326,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,24h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],96,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.15,0.3,2.0,Table 3,article,ullmann,phenol,nitrobenzene,N2,
328,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CC#N,24h,110,O=C(O[Co]OC(C)=O)C .[O].[O].[O].[O],O=C([O-])[O-].[Cs+].[Cs+],CC(C(N)C(O)=O)C,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],77,https://doi.org/10.1007/s00706-018-2324-6,optimization,1.2,1.0,0.15,0.3,2.0,Table 3,article,ullmann,phenol,nitrobenzene,N2,
347,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,84,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
348,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,67,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
351,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
352,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,45,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
354,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,120,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,33,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
356,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,45,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
358,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,[OH-].[K+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,62,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
360,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,120,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,36,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
361,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,100,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
362,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,24h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,65,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
363,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,41,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.05,0.1,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
364,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,82,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.15,0.3,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
365,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,48,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.1,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
366,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,83,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,3.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
370,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],89,https://doi.org/10.1016/j.jcat.2017.02.010,scope,1.0,1.2,0.1,0.2,2.0,Table 4,Research_Article,ullmann,phenol,nitrobenzene,,
432,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,70,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 1,article,ullmann,phenol,acetophenone,N2,
