substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,effective_reagents,effective_reagents_covalent,ligand,effective_ligand,PRODUCT,isolated_yield,couplingpartner_class,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,2_steps,scheme_table,review,Mechanism,reaction_condition,
CC1(C)COB(C2=CC=CC=C2)OC1,CC(C1=CC=CC(Br)=C1)=O,CN(C=O)C,16 h,80,Cl[Co]Cl,C[O-].[K+],,,C1(C2=CC(C3=CC=CC=C3)=CC(C4=NC=CC=C4)=N2)=CC=CC=N1,,O=C(C1=CC=CC(C2=CC=CC=C2)=C1)OC,65,pyridine,https://doi.org/10.1021/acs.organomet.7b00726,scope,1,1.5,0.05,0.05,1.5,,Table 4,article,Suzuki,Ar,
CC1(C)COB(C2=CC=CC=C2)OC1,BrC1=CC([N+]([O-])=O)=CC=C1,CN(C=O)C,16 h,80,Cl[Co]Cl,C[O-].[K+],,,C1(C2=CC(C3=CC=CC=C3)=CC(C4=NC=CC=C4)=N2)=CC=CC=N1,,O=[N+](C1=CC=CC(C2=CC=CC=C2)=C1)[O-],0,pyridine,https://doi.org/10.1021/acs.organomet.7b00726,scope,1,1.5,0.05,0.05,1.5,,Table 4,article,Suzuki,Ar,
CC1(C)COB(C2=CC=CC=C2)OC1,BrC1=C(C(OC)=O)C=CC=C1,CN(C=O)C,16 h,80,Cl[Co]Cl,C[O-].[K+],,,C1(C2=CC(C3=CC=CC=C3)=CC(C4=NC=CC=C4)=N2)=CC=CC=N1,,O=C(C1=C(C2=CC=CC=C2)C=CC=C1)OC,11,pyridine,https://doi.org/10.1021/acs.organomet.7b00726,scope,1,1.5,0.05,0.05,1.5,,Table 4,article,Suzuki,Ar,
CC1(COB(OC1)C2=CC=C(C=C2)OC)C,CC(C1=CC=CC(Br)=C1)=O,CN(C=O)C,16 h,80,Cl[Co]Cl,C[O-].[K+],,,C1(C2=CC(C3=CC=CC=C3)=CC(C4=NC=CC=C4)=N2)=CC=CC=N1,,COC1=CC=C(C2=CC(C(OC)=O)=CC=C2)C=C1,73,pyridine,https://doi.org/10.1021/acs.organomet.7b00726,scope,1,1.5,0.05,0.05,1.5,,Table 4,article,Suzuki,Ar,
CC1(COB(OC1)C2=CC=C(C=C2)C(F)(F)F)C,BrC1=CC=C(C#N)C=C1,CN(C=O)C,16 h,80,Cl[Co]Cl,C[O-].[K+],,,C1(C2=CC(C3=CC=CC=C3)=CC(C4=NC=CC=C4)=N2)=CC=CC=N1,,N#CC(C=C1)=CC=C1C2=CC=C(C(F)(F)F)C=C2,93,pyridine,https://doi.org/10.1021/acs.organomet.7b00726,scope,0.5,1.5,0.05,0.05,1.5,,Table 4,article,Suzuki,Ar,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,80,[Cu]I,O=C([O-])[O-].[K+].[K+],,,NCCN,,COC(C=C1)=CC=C1SC2=CC=CC=C2,8,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,80,[Cu]I,O=C([O-])[O-].[K+].[K+],,,OC1=[C@@]([C@@]2=C(O)C=CC3=C2C=CC=C3)C4=CC=CC=C4C=C1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,32,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,80,[Cu]I,O=C([O-])[O-].[K+].[K+],,,O=C(C1=NC=CC=C1)O,,COC(C=C1)=CC=C1SC2=CC=CC=C2,12,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,80,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,34,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,98,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,rt,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,0,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC#N,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,93,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,O,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,31,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC1=CC=CC=C1,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,45,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,53,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,O1CCCC1,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,93,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CS(C)=O,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,59,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC(C)(O)C,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,65,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,C(=O)([O-])[O-].[Na+].[Na+]  ,,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,85,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,80,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,CC(C)(C)[O-].[Na+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,81,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,CC(C)(C)[O-].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,96,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,CCN(CC)CC,,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,96,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I, ,,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,69,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,2.2,,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,85,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.1,0.2,2,,table 2,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,0,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,,0.1,2,,table 3,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,, ,,COC(C=C1)=CC=C1SC2=CC=CC=C2,1,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.05,,2,,table 3,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,69,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.05,0.1,2,,table 3,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,1,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.05,0.1,2,,table 3,article ,Ullmann,,
SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,98,Anisole,https://doi.org/10.1016/j.poly.2019.114269,optimization,1,1.2,0.05,0.1,2,,table 3,article ,Ullmann,N2,
SC1=CC=CC=C1,BrC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC(C=C1)=CC=C1SC2=CC=CC=C2,60,Anisole,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,O=C(C1=CC=C(SC2=CC=CC=C2)C=C1)C,99,Acetophenone,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,BrC1=CC=C(C(C)=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,O=C(C1=CC=C(SC2=CC=CC=C2)C=C1)C,78,Acetophenone,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,ClC1=CC=C(C(C)=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,O=C(C1=CC=C(SC2=CC=CC=C2)C=C1)C,28,Acetophenone,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=CC(C(F)(F)F)=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,FC(C1=CC=CC(SC2=CC=CC=C2)=C1)(F)F,90,(trifluoromethyl)benzene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=CC=C1OC,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC1=C(SC2=CC=CC=C2)C=CC=C1,96,Anisole,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,BrC1=CC=CC=C1OC,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC1=C(SC2=CC=CC=C2)C=CC=C1,49,Anisole,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C(C#N)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,N#CC1=CC=C(OC2=CC=CC=C2)C=C1,97,Benzonitrile,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=C(OC)C=C1,IC1=CC=C(C(C)=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,O=C(C1=CC=C(SC2=CC=C(OC)C=C2)C=C1)C,95,Acetophenone,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=C(OC)C=C1,IC1=CC=C(C#N)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,N#CC1=CC=C(OC2=CC=C(OC)C=C2)C=C1,90,Benzonitrile,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CN=CC=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,C1(SC2=CC=CC=C2)=CN=CC=C1,94,pyridine,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=C(C)C=C1,IC1=CN=CC=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,CC(C=C1)=CC=C1SC2=CN=CC=C2,88,pyridine,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=C(C#N)C=C1,IC1=CC=C(C)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,CC1=CC=C(SC2=CC=C(C#N)C=C2)C=C1,58,toluene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=C(N)C=C1,IC1=CC=C([N+]([O-])=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,NC(C=C1)=CC=C1SC2=CC=C([N+]([O-])=O)C=C2,96,nitrobenzene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],90,nitrobenzene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 1,article ,Ullmann,N2,
SCC1=CC=CC=C1,IC1=CC=CC=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,O=[N+](C1=CC=C(SCC2=CC=CC=C2)C=C1)[O-],97,benzene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 3,article ,Ullmann,N2,
SCC1=CC=CC=C1,IC1=CC=CC(C(F)(F)F)=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,FC(C1=CC=CC(SCC2=CC=CC=C2)=C1)(F)F,99,(trifluoromethyl)benzene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 3,article ,Ullmann,N2,
SCCCC,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,CCCCSC1=CC=C(OC)C=C1,89,Anisole,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 3,article ,Ullmann,N2,
SCCCC,IC1=CC=CC=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,CCCCSC1=CC=CC=C1,95,benzene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 3,article ,Ullmann,N2,
SCCCC,IC1=CC=C(C)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,CCCCSC1=CC=C(C)C=C1,91,toluene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 3,article ,Ullmann,N2,
SCCCC,IC1=CC=C([N+]([O-])=O)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,CCCCSC1=CC=C([N+]([O-])=O)C=C1,86,nitrobenzene,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 3,article ,Ullmann,N2,
SCC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120,[Cu]I,O=C([O-])[O-].[K+].[K+],,,N1(CC2)CCN2CC1,,COC1=CC=C(SCC2=CC=CC=C2)C=C1,60,Anisole,https://doi.org/10.1016/j.poly.2019.114269,scope,1,1.2,0.05,0.1,2,,scheme 3,article ,Ullmann,N2,
CCO[Si](C1=CC=C(OC)C=C1)OCC,IC1=CC=C(Cl)C=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1)C,,ClC2=CC=C(C=C2)C1=CC=C(C=C1)OC,36,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 1,article,Hiyama coupling,,
CC1=CC=C([Si](OCC)(OCC)OCC)C=C1,IC1=CC=C(Br)C=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1)C,,CC1=CC=C(C2=CC=C(Br)C=C2)C=C1,68,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 1,article,Hiyama coupling,,
ClC1=CC=C([Si](OCC)(OCC)OCC)C=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1)C,,ClC(C=C1)=CC=C1C(C=C2)=CC=C2OC,52,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 1,article,Hiyama coupling,,
CCO[Si](C1=CC=C(OC)C=C1)(OCC)OCC,IC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1)C,,FC(C1=CC(C(F)(F)F)=CC(C2=CC=C(OC)C=C2)=C1)(F)F,30,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 1,article,Hiyama coupling,,
CCO[Si](C1=CC=C(OC)C=C1)(OCC)OCC,IC1=CC=CC(C(F)(F)F)=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C(P(C2=CC=CC=C2)C3=CC=CC=C3)C=CC=C1)C,,FC(F)(F)C1=CC(C2=CC=C(C=C2)OC)=CC=C1,44,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 1,article,Hiyama coupling,,
CC1=CC=C([Si](OCC)(OCC)OCC)C=C1,ClC1=CC=C2C(N=CC=C2C)=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,, ,,CC1=CC=C(C2=C(C=CC(Cl)=C3)C3=NC=C2)C=C1,58,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 2,article,Hiyama coupling,,
CCO[Si](C1=CC=C(OC)C=C1)(OCC)OCC,ClC1=CC=C2C(N=CC=C2C)=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,, ,,ClC1=CC2=NC=CC(C3=CC=C(OC)C=C3)=C2C=C1,53,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 2,article,Hiyama coupling,,
CCO[Si](C1=CC=C(OC)C=C1)(OCC)OCC,IC1=CC=NC(Cl)C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,, ,,ClC1=NC=CC(C2=CC=C(OC)C=C2)=C1,54,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 2,article,Hiyama coupling,,
CCO[Si](C1=CC=C(OC)C=C1)(OCC)OCC,IC1=CN=CC=N1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,, ,,COC1=CC=C(C2=NC=CN=C2)C=C1,35,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 2,article,Hiyama coupling,,
CCO[Si](C1=CC=CS1)(OCC)OCC,BrC1=CC=CC=C1I,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,, ,,BrC1=CC=CC=C1C2=CC=CS2,78,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 2,article,Hiyama coupling,,
CCO[Si](C1=CC=CC=C1)(OCC)OCC,IC1=CC=C(I)C=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C([Pt](CCCC)CCCC)C=CC=C1)C,,C1(C2=CC=CC=C2)=CC=C(C3=CC=CC=C3)C=C1,35,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.2,0.2,1.5,,Table 3,article,Hiyama coupling,,
CCO[Si](C1=CC=CS1)(OCC)OCC,IC1=CC=C(I)C=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,, ,,C1(C2=CC=CS2)=CC=C(C3=CC=CS3)C=C1,40,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 3,article,Hiyama coupling,,
CCO[Si](C1=CC=CS1)(OCC)OCC,IC1=CC=CC=C1I,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,, ,,C1(C2=CC=CS2)=CC=CC=C1C3=CC=CS3,51,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.1,0.1,1.5,,Table 3,article,Hiyama coupling,,
CCO[Si](C1=CC=CC=C1)(OCC)OCC,BrC(C=C1)=CC=C1C2=CC=CC=C2,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C([Pt](CCCC)CCCC)C=CC=C1)C,,C1(C2=CC=CC=C2)=CC=C(C3=CC=CC=C3)C=C1,64,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,0.5,0.5,1.5,,Table 4,article,Hiyama coupling,,
CC1=CC=C([Si](OCC)(OCC)OCC)C=C1,BrC1=CC=C(C(F)(F)F)C=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C([Pt](CCCC)CCCC)C=CC=C1)C,,CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1,78,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,1,1,1.5,,Table 4,article,Hiyama coupling,,
CCO[Si](C1=CC=C(OC)C=C1)(OCC)OCC,BrC1=CC=C(C(F)(F)F)C=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C([Pt](CCCC)CCCC)C=CC=C1)C,,FC(F)(F)C(C=C1)=CC=C1C(C=C2)=CC=C2OC,53,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,1,1,1.5,,Table 4,article,Hiyama coupling,,
CCO[Si](C1=CC=C(OC)C=C1)(OCC)OCC,BrC1=CC(C(F)(F)F)=CC=C1,CN(C=O)C,48h,120,[Cu]I,[Cs]F,,,CN(C1=C([Pt](CCCC)CCCC)C=CC=C1)C,,FC(F)(F)C1=CC=CC(C(C=C2)=CC=C2OC)=C1,88,Aryl Iodide,10.1055/s-0033-1339108,Scope,2,2,1,1,1.5,,Table 4,article,Hiyama coupling,,
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[OH-].[Na+]  ,,,O/N=C/C1=CC=CC=N1,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,50,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[OH-].[Na+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,72,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110,[Cu]I,[OH-].[Na+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,44,Toluene,DOI: 10.1055/s-0030-1259542,optimization,2,1,0.1,0.2,2,,table 1,article,sonogashira,N2,0.2
