substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,effective_reagents,effective_reagents_covalent,ligand,effective_ligand,PRODUCT,isolated_yield,couplingpartner_class,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,2_steps,scheme_table,review,Mechanism,reaction_condition
FC1=CC=C(B2OCC(C)(C)CO2)C=C1,CC1=CC=C(C#CBr)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CC=C(F)C=C2)C=C1,99,1-ethynyl-4-methylbenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=CN=C1,CC1=CC=C(C#CBr)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CN=CC=C2)C=C1,78,1-ethynyl-4-methylbenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(OC)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,COC1=CC=C(C#CC2=CC=CC=C2)C=C1,78,1-ethynyl-4-methoxybenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=C(OC)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,ClC(C=C2)=CC=C2C#CC1=CC=C(OC)C=C1,68,1-ethynyl-4-methoxybenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=C(OC)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,COC1=CC=C(C#CC2=CC=C(OC)C=C2)C=C1,72,1-ethynyl-4-methoxybenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(C=O)C=C1,BrC#CC1=CC=C(OC)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,COC1=CC=C(C#CC2=CC=C(C=O)C=C2)C=C1,80,1-ethynyl-4-methoxybenzene,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,BrC#CC1=CC=NC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,C1(C#CC2=CC=CC=C2)=CC=NC=C1,78,4-ethynylpyridine,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=NC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,COC(C=C2)=CC=C2C#CC1=CC=NC=C1,0,4-ethynylpyridine,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=NC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,ClC(C=C2)=CC=C2C#CC1=CC=NC=C1,75,4-ethynylpyridine,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
OB(C1=CC=CC=C1)O,CCCCC#CBr,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CCCCC#CC1=CC=CC=C1,0,Hexyne,https://doi.org/10.1002/slct.201803144,scope,1.2,1,0.1,,,,table 5,Research_Article,Suzuki,MW
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,20,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,N1(CC2)CCN2CC1,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,39,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,NCCN,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,CNCCNC,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,C1(P(C3=CC=CC=C3)C2=CC=CC=C2)=CC=CC=C1,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,76,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,OC2=CC=CC1=CC=CN=C12,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,O[C@H]1[C@H](O)CCCC1,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,65,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,OCCO,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,56,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,82,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,86,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,86,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,85,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 1,article,cadiot,N2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CC1=CC=CC=C1,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,O,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,0,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CC(C)(O)C,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,26,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,C1COCCO1,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,44,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,86,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,O1CCCC1,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,45,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,93,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,CCN(CC)CC,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,42,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I, CC(C)(C)[O-].[Na+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,56,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I, [O-]P(=O)([O-])[O-].[K+].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,66,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,35h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,94,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,12h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,64,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,43,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.05,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,65,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.1,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,0,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]Br,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,26,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,Br[Cu]Br,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,0,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,O=C(O[Cu]OC(C)=O)C,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,0,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,[OH-].[Na+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,78,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1,0.2,,2,,Table 2,article,cadiot,O2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,94,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CC1=CC=CC=N1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,C1(C#CC#CC2=CC=CC=C2)=CC=CC=N1,70,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CCC1CCCCC1,BrC#CC1=CC=CC=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,C1(CC#CC#CC2=CC=CC=C2)CCCCC1,62,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CCOC,BrC#CC1=CC=C(C)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC(C=C1)=CC=C1C#CC#CCOC,67,1-ethynyl-4-methylbenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=C(C)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC(C=C1)=CC=C1C#CC#CC2=CC=C(OC)C=C2,81,1-ethynyl-4-methylbenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CC1=CC=CC=N1,BrC#CC1=CC=C(C)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC(C=C1)=CC=C1C#CC#CC2=CC=CC=N2,70,1-ethynyl-4-methylbenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CC1=CC=CC=N1,BrC#CC1=CC=C(OC)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC(C=C1)=CC=C1C#CC#CC2=CC=CC=N2,69,1-ethynyl-4-methylbenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=C(C)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC1=CC=C(C#CC#CC2=CC=C(C)C=C2)C=C1,90,1-ethynyl-4-methoxybenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=N1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC(C=C1)=CC=C1C#CC#CC2=CC=CC=N2,74,1-ethynyl-4-methylbenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=N1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC(C=C1)=CC=C1C#CC#CC2=CC=CC=N2,78,2-ethynylpyridine,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CC1=CC=CC=C1,BrC#CC1=CC=C(OC)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,90,2-ethynylpyridine,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CC1=CC=CC=C1,BrC#CC1=CC=C(C)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,91,1-ethynyl-4-methoxybenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
C#CC1=CC=CC=C1,BrC#CC1=CC=CC=N1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,C1(C#CC#CC2=CC=CC=C2)=CC=CC=N1,64,Phenylacetylene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=C(OC)C=C1,CO,20h,25,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,,,,,CC(C=C1)=CC=C1C#CC#CC2=CC=C(OC)C=C2,86,1-ethynyl-4-methylbenzene,https://doi.org/10.1080/00397911.2018.1554142,scope,1.1,1,0.2,,2,,Table 3,article,cadiot,O2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,O=C(O[Zn]OC(C)=O)C,C(=O)([O-])[O-].[K+].[K+]  ,,,O[C@H]1[C@H](O)CCCC1,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,0,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 1,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,O[C@H]1[C@H](O)CCCC1,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,43,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 1,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OCCO,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,57,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC2=CC=CC1=CC=CN=C12,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,25,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,NCCN,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,7,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,N1(CC2)CCN2CC1,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,34,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,67,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,29,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,CC(CC(C)=O)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,29,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,CNCCNC,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,26,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,N[C@H]1[C@H](N)CCCC1,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,26,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Scheme 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,COC,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,10,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,C1COCCO1,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,29,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,62,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,O1CCCC1,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,27,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,COC,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CS(C)=O,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 2,article,cadiot,N2
CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CC1=CC=CC=C1,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,27,Phenylacetylene,https://doi.org/10.1016/j.mcat.2017.07.021,Optimization,1.2,1,0.2,0.4,2,,Table 2,article,cadiot,N2
