,substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,ligand,PRODUCT,isolated_yield,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,scheme_table,review,Mechanism,substrate_class,coupling_partner_class,reaction_condition,Unnamed: 23
279,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,96,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.15,0.3,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
280,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,44,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3.0,1.0,0.1,0.2,4.0,table.3,Research_Article,suzuki,phenyl boronic acid,acetylene,N2,
347,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,84,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
348,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,67,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
351,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
352,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,45,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
354,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,120,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[K+].[K+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,33,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 1,Research_Article,ullmann,phenol,acetophenone,,
356,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,[O-]P([O-])([O-])=O.[K+].[K+].[K+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,45,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
360,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,120,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,36,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
361,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,100,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
362,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,24h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,65,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
363,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,41,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.05,0.1,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
364,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,82,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.15,0.3,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
365,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,48,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.1,2.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
366,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O,36h,130,Cl[Fe](Cl)Cl.O.O.O.O.O.O,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,83,https://doi.org/10.1016/j.jcat.2017.02.010,optimization,1.0,1.2,0.1,0.2,3.0,Table 2,Research_Article,ullmann,phenol,acetophenone,,
432,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,70,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 1,article,ullmann,phenol,acetophenone,N2,
439,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],N[C@H]1[C@H](N)CCCC1,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,23,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Scheme 2,article,ullmann,phenol,acetophenone,N2,
440,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,31,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Scheme 2,article,ullmann,phenol,acetophenone,N2,
446,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,39,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
448,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,25,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
454,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCCC1,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
458,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CCO,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,21,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
460,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,11,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
461,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,135,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,49,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
462,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,125,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,25,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
463,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,33,https://doi.org/10.1002/slct.201800541,optimization,1.5,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
464,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,55h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,56,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
465,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,45h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,46,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,N2,
469,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,1,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.2,0.4,2.0,Table 2,article,ullmann,phenol,acetophenone,,
470,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,36,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.3,0.6,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
471,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,48,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.25,0.5,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
472,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,61,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.15,0.3,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
473,OC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,65h,145,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(OC2=CC=CC=C2)C=C1,56,https://doi.org/10.1002/slct.201800541,optimization,2.0,1.0,0.1,0.2,2.0,Table 3,article,ullmann,phenol,acetophenone,N2,
