substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,effective_reagents,effective_reagents_covalent,ligand,effective_ligand,PRODUCT,isolated_yield,couplingpartner_class,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,2_steps,scheme_table,review,Mechanism,reaction_condition,
C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,43,Acetophenone,https://doi.org/10.1016/j.tetlet.2015.08.027,optimization,1,1.1,0.2,0.1,2,,Table 2,article,cadiot,N2,
C#CC1=CC=CC=C1,BrC1=CC=C(C(C)=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,23,Acetophenone,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,O=[N+](C(C=C1)=CC=C1C#CC2=CC=CC=C2)[O-],66,Nitrobenzene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CC=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,54,Benzene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CC=C(N)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,NC2=CC=C(C=C2)C#CC1=CC=CC=C1,79,Aniline,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,COC1=CC=C(C#CC2=CC=CC=C2)C=C1,52,Anisole,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,45,Toluene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC(C)=CC(C#CC2=CC=CC=C2)=C1,78,Toluene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CC=CC(C(F)(F)F)=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,FC(C1=CC(C#CC2=CC=CC=C2)=CC=C1)(F)F,66,(trifluoromethyl)benzene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
C#CC1=CC=CC=C1,IC1=CN=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,C1(C#CC2=CC=CC=C2)=CC=CN=C1,73,pyridine,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
[H]COC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,COC1=CC=C(C#CC2=CC=CC=C2)C=C1,48,Benzene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
[H]COC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,54,Toluene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
[H]CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,43,Benzene,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
[H]CC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,61,Anisole,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
[H]CC1=CC=C(C#C)C=C1,IC1=CC=C(N)C=C1,O1CCOCC1,48h,125,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=C(N)C=C2)C=C1,70,Aniline,https://doi.org/10.1016/j.tetlet.2015.08.027,scope,1,1.1,0.05,0.1,2,,Table 3,article,cadiot,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,O=C(O[Zn]OC(C)=O)C,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.005,optimization,3,1,0.2,0.4,4,,table.1,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,Cl[Zn]Cl,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.006,optimization,3,1,0.2,0.4,4,,table.1,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,[Zn]S(=O)(OOS(=O)(O[O])=O)=O,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.007,optimization,3,1,0.2,0.4,4,,table.1,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,[Zn]C(OOC(O[O])=O)=O,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.008,optimization,3,1,0.2,0.4,4,,table.1,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,92,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.009,optimization,3,1,0.2,0.4,4,,table.1,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,NCCN,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.010,optimization,3,1,0.2,0.4,4,,scheme.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.011,optimization,3,1,0.2,0.4,4,,scheme.3,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,N[C@H]1[C@H](N)CCCC1,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.012,optimization,3,1,0.2,0.4,4,,scheme.4,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,OC(C1CCCN1)=O,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,38,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.013,optimization,3,1,0.2,0.4,4,,scheme.5,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,OC2=CC=CC1=CC=CN=C12,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,47,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.014,optimization,3,1,0.2,0.4,4,,scheme.6,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,OCCO,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,10,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.015,optimization,3,1,0.2,0.4,4,,scheme.7,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,O[C@H]1[C@H](O)CCCC1,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,15,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.016,optimization,3,1,0.2,0.4,4,,scheme.8,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,CC(C)([O-])C.[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.017,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,O=C([O-])[O-].[Cs+].[Cs+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,17,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.018,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[OH-][K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,52,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.019,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,24,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.020,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[2H-].[Na+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,29,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.021,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,CCN(CC)CC,,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.022,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CC#N,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,83,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.023,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,C1COCCO1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,69,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.024,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,COC,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,27,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.025,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CCO,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,33,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.026,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CO,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.027,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CN(C=O)C,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.028,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CS(C)=O,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.029,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CC1=CC=CC=C1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,0,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.030,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,130,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.031,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,52,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.032,optimization,2,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,46,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.033,optimization,1.5,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,31,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.034,optimization,3,1,0.2,0.4,2,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,24h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,77,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.035,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.036,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.037,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.038,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,1,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.039,optimization,3,1,0.2,0.4,4,,table.2,Research_Article,suzuki,,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,58,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.040,optimization,3,1,0.3,0.6,4,,table.3,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,69,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.041,optimization,3,1,0.25,0.5,4,,table.3,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,96,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.042,optimization,3,1,0.15,0.3,4,,table.3,Research_Article,suzuki,N2,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,44,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.043,optimization,3,1,0.1,0.2,4,,table.3,Research_Article,suzuki,N2,
FC1=CC=C(B(O)O)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=C(F)C=C2)C=C1,83,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.044,optimization,3,1,0.1,0.2,4,,table.4,Research_Article,suzuki,N3,
OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=C(Cl)C=C2)C=C1,69,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.045,optimization,3,1,0.1,0.2,4,,table.5,Research_Article,suzuki,N4,
OB(O)C1=CC=C(C(C)=O)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC(C=C2)=CC=C2C#CC1=CC=C(C(C)=O)C=C1,44,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.046,optimization,3,1,0.1,0.2,4,,table.6,Research_Article,suzuki,N5,
OB(O)C1=CC=C(C(C)=O)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC1=CC=C(C#CC2=CC=C(C=O)C=C2)C=C1,39,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.047,optimization,3,1,0.1,0.2,4,,table.7,Research_Article,suzuki,N6,
OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=C(C)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,31,1-ethynyl-4-methylbenzene,https://doi.org/10.1016/j.jcat.2019.03.048,optimization,3,1,0.1,0.2,4,,table.8,Research_Article,suzuki,N7,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(OC)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,COC1=CC=C(C#CC2=CC=CC=C2)C=C1,63,1-ethynyl-4-methoxybenzene,https://doi.org/10.1016/j.jcat.2019.03.049,optimization,3,1,0.1,0.2,4,,table.9,Research_Article,suzuki,N8,
FC1=CC=C(B(O)O)C=C1,BrC#CC1=CC=C(OC)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,FC(C=C2)=CC=C2C#CC1=CC=C(OC)C=C1,61,1-ethynyl-4-methoxybenzene,https://doi.org/10.1016/j.jcat.2019.03.050,optimization,3,1,0.1,0.2,4,,table.10,Research_Article,suzuki,N9,
OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=C(OC)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,ClC(C=C2)=CC=C2C#CC1=CC=C(OC)C=C1,55,1-ethynyl-4-methoxybenzene,https://doi.org/10.1016/j.jcat.2019.03.051,optimization,3,1,0.1,0.2,4,,table.11,Research_Article,suzuki,N10,
OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=C(OC)C=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,COC1=CC=C(C#CC2=CC=C(OC)C=C2)C=C1,51,1-ethynyl-4-methoxybenzene,https://doi.org/10.1016/j.jcat.2019.03.052,optimization,3,1,0.1,0.2,4,,table.12,Research_Article,suzuki,N11,
OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,98,phenylacetylene,https://doi.org/10.1016/j.jcat.2019.03.053,optimization,3,1,0.1,0.2,4,,table.13,Research_Article,suzuki,N12,
OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=CC=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,ClC(C=C2)=CC=C2C#CC1=CC=CC=C1,75,phenylacetylene,https://doi.org/10.1016/j.jcat.2019.03.054,optimization,3,1,0.1,0.2,4,,table.14,Research_Article,suzuki,N13,
OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=CC=C1,O1CCCC1,48h,80,CC[Zn]CC,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,,CNCCNC,,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,55,phenylacetylene,https://doi.org/10.1016/j.jcat.2019.03.055,optimization,3,1,0.1,0.2,4,,table.15,Research_Article,suzuki,N14,
